case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd
1828324,Branca Basin,Secession Company LLC,683 Pittsford Victor Rd.,Pittsford,NY,14534,722110
1828325,Branca Midtown,Secession Company LLC,280 E. Broad St.,Rochester,NY,14604,722110
1821091,"Quality Inn & Suites Radha-Govinda, LLC","KUSUM HOSPITALITY MANAGEMENT, INC.",4200 W Interstate 40,Oklahoma City,OK,73108,721110
1821130,"HAMPTON INN NORMAN HARE KRISHNA, INC","KUSUM HOSPITALITY MANAGEMENT, INC.",309 Norman Center Court,Norman,OK,73072,721110
1838692,Black Oak Grill,"Cosolidated Restaurant Operations, Inc.",601 Branson Landing Blvd,Branson,MO,65616,722110
1749631,Sodexo,Sodexo Management Inc,9801 Washingtonian Boulevard,Gaithersburg,MD,20878,722310
1756780,Woodbridge Nursing Pavillion,"Woodbridge Nursing Pavillion, Ltd.",2242 N. Kedzie Blvd.,Chicago,IL,60647,623110
1763851,My Honey's Day Care Center,My Honey's Childcare Center Incorporated,5813 N. Broad Street,Philadelphia,PA,19141,62441
1794142,Prime Care Medical Services,"Prime Care Health Services, Inc.",900 12th Street,Hempstead,TX,77445,621610
1794486,Triple F Harvesting,"Triple F Harvesting, LLC",4269 State Rd 29 S,Labelle,FL,33935,115115
1794593,Cherrystones,"FishMaine, Inc.",185 Main St.,Bar Harbor,ME,4609,722110
1794594,Jalapenos Cantina & Mexican Grill,"FishMaine, Inc.",191 Main St.,Bar Harbor,ME,4609,722110
1794754,XPO Logistics Inc,XPO Logistics Inc,13777 Ballantyne Corporate Place,Charlotte,NC,28277,48412
1809685,Super 8 (Provo),"ABP Utah, LLC",1555 N Canyon Rd,Provo,UT,84604,721110
1810291,Insight Global,"Insight Global, LLC",4170 Ashford Dunwoody Rd. #250,Atlanta,GA,30319,541990
1824391,Days Inn (Moab),"ABP Utah, LLC",426 North Main Street,Moab,UT,84532,721110
1828220,CheckSmart,"CheckSmart Financial, LLC",926 Wooster Road North,Barberton,OH,44203,522291
1828224,CheckSmart,"CheckSmart Financial, LLC",5801 Telegraph Road,Toledo,OH,43612,522291
1831324,Technica,Technica LLC,1607 Carrington,Fort Bliss,TX,79916,562998
1831377,Technica LLC,"Technica, LLC.",1 Cool Blow St Suite 201,Charleston,SC,29403,541614
1795843,"Raintree Healthcare of Wilkesboro, LLC",Raintree Group Holding LLC/CDE,176 Rest Home Rd,Wilkesboro,NC,28697,9690
1822971,Glover & Associates,"Glover & Associates, Inc.",P.O. Box 624,Muskogee,OK,74402,237310
1823121,Quality Inn,"Image Hospitality, LLC",3125 Toupal Drive,Trinidad,CO,81082,721110
1813642,Double Quick #24,Double Quick Inc.,1401 Jackson Avenue,Oxford,MS,38655,44711
1810982,Denny's-Hope Hull,"RJC, LLC",900 Tyson Road,Hope Hull,AL,36043,72211
1809866,Elite Staffing Inc.,"Elite Labor Services, Ltd.","1400 W. Hubbard, Suite 200",Chicago,IL,60642,56132
1809881,Handy Dan's Store #4,"REH Convenience Store, LLC.",8310 East Maint St.,Ridgeland,SC,29936,447110
1809882,Handy Dan's Store # 1,"REH Convenience Stores, LLC.",28 Cotton Hill rd.,Tillman,SC,29943,447110
1809883,Handy Dan's Store # 3,"REH Convenience Stores, LLC.",8750 East Main,Ridgeland,SC,29936,447110
1814126,Purple Cow Restaurants,"Quality Foods, LLC",11602 CHENAL PARKWAY,Little Rock,AR,72211,722110
1816328,PAE Applied Technologies,"PAE Applied Technologies, LLC",3925 W Cheyenne Ave #404,North Las Vegas,NV,89032,541614
1795218,Pure Gas Station,A to Z Food Mart LLC,2301 Broad Street,Selma,AL,36701,447110
1794979,Quality Inn,"Valley Lodging, Inc",2162 Parkway,Pigeon Forge,TN,37863,721110
1810409,BCG Buckeye Construction,Buckeye Construction Group LLC,7148 Old Creek Ln.,Canal Winchester,OH,43110,2361
1810594,B&B Insurance Agency - McAllen,B&B Insurance Agency LLC,120 N. 10th St,McAllen,TX,78501,524210
1810606,SN-Five,SN-Five Inc.,PO Box 520150,Tinian,MP,96952,48311
1810901,Thali Restaurant (Orange Street),Best Food Corporation,4 Orange Street,New Haven,CT,6510,722110
1811033,"Bost, Inc.","Bost, Inc.",7701 South Zero Street,Fort Smith,AR,72917,623990
1831007,OnSite Detailing Inc (Murphy Ford),OnSite Detailing Inc,3310 Township Line Rd,Chester,PA,19013,811192
1731301,Westgate Nursing Home,"Westgate Nursing Home, Inc",525 Beahan Rd,Rochester,NY,14624,623110
1733061,Greenscape Inc.,"Greenscape, Inc.",100 Revolutionary Drive,East Taunton,MA,2718,561730
1815854,DFW SECURITY PROTECTIVE SERVICES,Boutchantharaj Corporation,626 Cochrans Mill Road,South Park,PA,15129,561612
1815911,Westin Houston Downtown,Landry's Inc.,1520 Texas Ave,Houston,TX,77002,721110
1799830,The New York City Housing Authority,The New York City Housing Authority,250 Broadway,New York,NY,10007,989
1612498,"Big M. Solutions, Inc.","Big M Solutions, Inc.",22251 SW 187 Avenue,Miami,FL,33170,115115
1677957,Los Gallos,"Serafina, LLC",630 Broadway Avenue,Bedford,OH,44146,722110
1818449,Econo Lodge,"Shiv Shakti, LLC",1437 E. Colorado Street,Glendale,CA,91205,721110
1813851,Sprint (Lake Zurich),"MSM Connect, Inc.",799 W. IL Route 22,Lake Zurich,IL,60047,517210
1813852,Sprint (Fox River Grove),"MSM Connect, Inc.",904 Northwest Hwy Unit 200,Fox River Grove,IL,60021,517210
1813853,Sprint (Bolingbrook),"MSM Connect, Inc.",623 E. Boughton Rd. STE 100,Bolingbrook,IL,60440,517210
1816200,"Malvin, Riggins & Company-Newport News","Malvin, Riggins & Company PC","725 CIty Center Boulevard, Suite 200",Newport News,VA,23606,541211
1816205,"Malvin, Riggins & Company-Baltimore","Malvin, Riggins & Company, PC","2809 Boston Street, Suite 107",Baltimore,MD,21224,54121
1647206,North Carolina State Veterans Home,UHS Pruitt Corporation,1601 Brenner Ave #10,Salisbury,NC,28144,623110
1636637,Nikko's RCH I,"MMMS Enterprises, Inc.",13540 Columbet Avenue,San Martin,CA,95046,623312
1649202,Body Renew Fitness,Body Renew Boise LLC,36 N Seneca Springs Way,Star,ID,83669,71394
1796441,Ham Produce and Ham Farms,"Ham Farms, Inc.",963 HWY 258 S,Snow Hill,NC,28580,111998
1797535,Reinhart Foodservice,"Reinhart Foodservice, LLC",6250 N. River Road,Des Plaines,IL,60018,722310
1811221,Baltazar Garcia Harvesting & Grove Care Inc,"Baltazar Garcia Harvesting & Grove Care, Inc.",12021 Phillips Road,Groveland,FL,34736,115113
1811232,Melwood BARC,"Melwood, Inc.",5606 Dowerhouse Road,Upper Marlboro,MD,20772,624310
1811324,Technica,Technica LLC,1607 Carrington,Fort Bliss,TX,79916,488999
1811388,Metro PCS,Wireless Time Tennessee LLC,731 Murfreesboro Pike,Nashville,TN,37217,453998
1818990,"Brown's Field Service, LLC","BFS, LLC",Leavenworth Veteran's Hospital,Leavenworth,KS,66048,238120
1823543,Southeast Supreme Cleaning Services,"Southeast Supreme Cleaning Services, Inc.",104 Wild Plum Lane,Longwood,FL,32779,811192
1823623,Beak & Skiff Apple Farms,"Beak & Skiff Apple Farms, Inc.",4472 Cherry Valley Turnpike,La Fayette,NY,13084,111331
1816659,Melwood BEP,"Melwood Horticultural, Inc.",5606 Dowerhouse Road,Upper Marlboro,MD,20772,9680
1816765,Vapor World,"Vapor House, LLC",9108 N Rodney Parham Rd,Little Rock,AR,72205,453991
1816958,SAGE Clothing,Seventh Day Inc.,1106 S San Pedro Street STE 0-11,Los Angeles,CA,90015,315232
1817026,Taco Bob's,Bandak Inc.,23890 City Circle Center,Mattawan,MI,49071,72221
1514642,"Parker Excavating, Inc","Parker Excavating, Inc.",1428 Stockyard Raod,Pueblo,CO,81001,237310
1694525,Cobra Thermosolar Plants Inc.,"Cobra Thermosolar Plants, Inc.",7380 W. Sahara Ave #160,Las Vegas,NV,89117,2211
1818583,Astor Restaurant,Astor Restaurant,5533 Leopard,Corpus Christi,TX,78408,722110
1816120,"Briston Construction, LLC","Briston Construction, LLC",309 E. 10th Dr,Mesa,AZ,85210,23622
1816256,"Dunson Harvesting, Inc. - FLC","Dunson Harvesting, Inc.",400 Eagle Lake Loop Road,Winter Haven,FL,33884,11131
1335044,Springstone Children's Learning Center,"Milestone, Inc.",4598 Grande Avenue SE,Rio Rancho,NM,87124,62441
1828544,Markowski Farms,Markowski Farms,216 Babbs Rd,West Suffield,CT,6093,11191
1828460,CPM Constructors,"CPM Constructors, Inc.",30 Bonney Street,Freeport,ME,4032,237310
1823977,Marco's Pizza - South Jordan,"MPUT Holdings, LLC",5414 W Daybreak Parkway,South Jordan,UT,84009,722110
1828593,Vapor World,"Vapor House, LLC",4710 JFK Blvd,North Little Rock,AR,72116,453991
1824100,Leisure Living,"Leisure Living, Inc.",5965 Calmfield Ave.,Agoura Hills,CA,91301,621610
1824119,Frito-Lay Inc,"Frito-Lay, Inc.",562 N 40th St Bldg 2,Phoenix,AZ,85008,311919
1659783,"Perez, Narciso FLC",Perez Forestry LLC,101 Ash Avenue,Huttig,AR,71747,115310
1797870,PUMA -Brenas -996,AKI Petroleum LLC  and AKI Staffing LLC,"Carr 693 Int. 669, Km. 1",Vega Alta,PR,692,447110
1798070,PUMA CAGUAS - 379,AKI Staffing LLC and AKI Petroleum LLC,"Carr #1, Km 26.8",Caguas,PR,725,447110
1814418,Caesars Atlantic City,"Caesars Entertainment Services, LLC",1900 Boardwalk,Atlantic City,NJ,8401,721120
1814545,Huntington Ingalls Incorporated,Huntington Ingalls Industries Inc.,1000 Access Road Mail Stop 1011-09,Pascagoula,MS,39581,336611
1798073,PUMA ESPINOSA - 987,AKI Staffing LLC and AKI Petroleum LLC,"Carr #2, Km 24.5 Bo. Espinosa",Dorado,PR,646,447110
1809125,Southeast Works,"S.E. Community Work Center, Inc.",181 Lincoln St.,Depew,NY,14043,9680
1818777,Taqeria Guadalajara,"Taqueria Guadalajara, LLC.",1033 South Park Street,Madison,WI,53715,72211
1802053,MAACO,"Atticus Franchise Group, LLc",2975 S. Rainbow Drive,Decatur,GA,30034,81112
1822179,Wendy's,First Sun Management Corp,416 Shallowford Rd,Gainesville,GA,30504,722211
1825159,Pro Mow Lawn Care Inc.,Pro Mow Lawn Care Inc.,3311 Commerce,Grenada,MS,38901,561720
1825279,OnSite Detailing Inc (Porter Ford),OnSite Detailing Inc,682 Ogletown Road,Newark,DE,19711,811192
1828841,Absolute Janitorial - BLM,"Absolute Janitorial Services, LLC",1296 W 635 S,Orem,UT,84058,561720
1824490,Jody Land Farms (Ager),Jody Land Farms,304 Suwannee Ave. SW,Branford,FL,32008,111219
1828814,AJM Packaging Corp,AJM Packaging Corporation,3401 South East Boulevard,Vineland,NJ,8360,488991
1828839,USA Travel Center,"USA Truck Stop, Inc",985 Hwy 80 East,Calhoun,LA,71225,447110
1808580,Kane Regional-Scott,Allegheny County,300 Kane Boulevard,Pittsburgh,PA,15243,62311
1798075,PUMA MANATI - 926,AKI Staffing LLC  and AKI Petroleum LLC,"Carr #2, Km 46.2 Urb Vista Atenas",Manati,PR,674,447110
1808465,DCF,Florida Department of Children and Families,2051 Dr Martin Luther King Jr. Blvd,West Palm Beach,FL,33404,9890
1814674,Alliance Mechanical,Alliance Mechanical Inc.,P.O. Box 666,Essex Junction,VT,5452,238220
1546016,U Mass Memorial Medical Center,"UMass Memorial Medical Center, Inc.",119 Belmont St.,Worcester,MA,1605,622110
1820334,Absolute Janitorial Service - Forest Service,"Absolute Janitorial Service, LLC",1296 W 635 S,Orem,UT,84058,561720
1820361,Taco Casa,Martindale Farms Inc,3404 Maplewood Ave.,Wichita Falls,TX,76308,722211
1820449,Carillon Assisted Living,"Carillon Assisted Living, LLC","4901 Waters Edge Drive, #200",Raleigh,NC,27606,6231
1829075,Smith Farms,Smith Farms,1170 Tucker Rd.,Kirksey,KY,42054,111910
1580844,BHM - Manahawkin Nursing & Rehab,Broadway Healthcare,1211 Rt 72 West,Manahawkin,NJ,8050,62311
1835553,Holiday Market #59,"North State Grocery, Inc.",3315 Placer St,Redding,CA,96001,445110
1832298,Melwood_APG,Melwood Horticultural,5606 Dower House Road,Upper Marlboro,MD,20775,9680
1828922,Astoria Hotel & Event Center,Heritage Hospitality LLC,363 15th St W.,Dickinson,ND,58601,721110
1828996,Ross-Lab Marketing Inc. #12,Nothin Butt Smokes,802 N 4th,Lamesa,TX,79331,453991
1829000,Ross-Lab Marketing Inc.#13,Nothin Butt Smokes,7402 82nd Street,Lubbock,TX,79407,453991
1829005,Ross-Lab Marketing Inc.#15,Nothin Butt Smokes,203 College Ave,Levelland,TX,79336,453991
1817988,JE Dunn Construction Company,JE Dunn Construction Company,1001 Locust St,Kansas City,MO,64106,236220
1796920,Bethel Home,"Lucila Dela Cruz Escobido, Architon Escobido",7021 97th Ave SW,Lakewood,WA,98499,623990
1796921,Bethel Home 2,"Lucila Dela Cruz Escobido, Architon Escobido",9116 78th Ave SW,Lakewood,WA,98498,623990
1796922,Bethel Home 4,"Lucila Dela Cruz Escobido, Architon Escobido","9009 Zircon Dr, SW",Lakewood,WA,98498,623990
1814299,United Cerebral Palsy,United Cerebral Palxy,"205 W. Mission Avenue, Suite G",Escondido,CA,92025,9680
1821327,Apple,Apple Inc.,1 Infinite Loop,Cupertino,CA,95014,334111
1824124,The Revelry,Secession Company LLC,1290 University Ave.,Rochester,NY,14607,722110
1372603,Rhino Wireless- Ephraim,"Rhino Wireless, Inc.",777 North Main,Ephraim,UT,84627,51731
1697558,"Margaret A. Mondragon, FLC","Margaret A. Mondragon, FLC",222 11th Street W,Winter Haven,FL,33880,115115
1825747,MRCI WorkSource,"Mankato Rehabilitation Center, Inc.",15 Map Drive,Mankato,MN,56001,6243
1829323,Super 8,"Ganesh Hospitality, LLC",4911 Monkhouse Dr.,Shreveport,LA,71109,721110
1614208,Nurse Temps,"A+ Nurse Temps, Inc","2175 Denton Road, Suite 2",Dothan,AL,36301,561320
1674927,Los Tapatios,"Los Tapatios, Inc.",11 Washington Avenue,Endicott,NY,13760,722110
1818094,Whole Foods,Whole Foods Market Inc,14615 West 119th Street,Olathe,KS,66062,445110
1818247,Econo Lodge (Hattiesburg),Econo Lodge,6655 Highway 49 North,Hattiesburg,MS,39401,721110
1824005,Northrop Grumman,Northrop Grumman Systems Corporation,401 E. Hendy Ave.,Sunnyvale,CA,94086,332999
1824023,La Villita Recycling Center,GDL Recycling Inc.,2311 S. Bristol St.,Santa Ana,CA,92704,423930
1821346,Sheridan Mechanical,Sheridan Mechanical Corporation,189 Sheridan Ave,Paterson,NJ,7502,238220
1821408,Glover & Associates,"Glover & Associates, Inc.",P O Box 624,Muskogee,OK,74402,237310
1359711,J's Drywall Inc.,J's Drywall,"3219 Columbia Pike, Suite 201",Arlington,VA,22204,23611
1814152,Rodeway Inn,"Shivam, Inc.",9117 Old Number Six Hwy.,Santee,SC,29142,721110
1814158,EconoLodge,"Shivam, Inc.",9112 Old Number Six Hwy.,Santee,SC,29142,721110
1814176,"Alutiiq Diversified Services, LLC",Afognak Native Corporation,Wm. S. Moorehead Federal Bldg.,Pittsburgh,PA,15222,561612
1598266,Muchas Gracias Mexican Food - Medford,Muchas Gracias Mexican Food,900 N Riverside Ave,Medford,OR,97501,722211
1574725,Frontier  Airlines,"Frontier Airlines, Inc.",7001 Tower Rd.,Denver,CO,80249,4811
1409322,Pic-N-Sav,"ABBC, Inc.",2419 College Avenue,Jackson,AL,36545,44511
1825948,"Thali Too, New Haven",Best Food Corporation,65 Broadway (Yale Campus),New Haven,CT,6511,722110
1636768,Monte Farley Manor IV,Monte Farley Manor Guest Home,816 Tamarack Lane,Sunnyvale,CA,94086,623312
1643657,Senor Fish,"Senor Fish, Inc.",901 Hamilton Rd.,Duarte,CA,91010,722211
1686138,Los Tapatios,Los Tapatios II LLC,1101 Bunn Hill Road,Vestal,NY,13850,722110
1686139,Los Tapatios,Los Tapatios III LLC,904 State Route 17 C,Owego,NY,13827,722110
1778204,ISS Action,"ISS Action, Inc.","158-12 Rocaway Blvd, Ste 200",Rosedale,NY,11422,561612
1676002,Gasco Chambers,Sycamore Petroleum LLC,1140 Chambers St,Trenton,NJ,8610,44719
1813836,Sears Home Repair Services,Sears Holding Management Corporation,8024 Stagehill Blvd,Memphis,TN,38133,811412
1813897,Metro PCS,"Wireless Time Tennessee, LLC",3462 Plaza Drive,Memphis,TN,38111,517210
1813898,Metro PCS,"Wireless Time Tennessee, LLC","2235 Whitten Road, Ste. 105",Memphis,TN,38134,517210
1821164,Mount Sinai,The Mount Sinai Hospital,1 Gustave Levy Place,New York,NY,10029,621491
1821168,Econo Lodge at Six Flags,"Shakti Hospitality, Inc",200 Lee Industrial Blvd,Austell,GA,30168,721110
1821259,Maximus,"Maximus, Inc.",6201 IH 30 Frontage Road,Greenville,TX,75401,541219
1831638,La Casa Fiesta,"La Casa Fiesta, Inc.",3404 Cooney Dr.,Helena,MT,59602,722110
1831735,First Cash,"First Cash, LLC",220 W. Northfield Blvd.,Murfreesboro,TN,37129,522291
1815517,Nurse Source Corporation,Nurse Source Corporation,85 North Fourth Street,Macclenny,FL,32063,561311
1744811,Paradise Car - Wash  & Detail Company,A & A Best Investments LLC,6617 Evers Rd.,San Antonio,TX,78240,811192
1751666,Paradise Car Wash /Ford McCombs/Toyota McComb,A & A Best Investments LLC,8333 IH-10 Frontage Road,San Antonio,TX,78230,811192
1471881,Robertson Car Wash,"ATL, Inc.",2460 S. Robertson Blvd.,Los Angeles,CA,90034,811192
1653163,Crescent Fruit & Vegetables,"Crescent Fruit and Vegetable, LLC",18100 N Rooth Rd,Edinburg,TX,78541,11199
1656684,El Rancho Viejo - 4th Plain,El Rancho Viejo Inc.,6321 East 4th Plain Blvd.,Vancouver,WA,98661,722110
1661921,CPM Constructors,CPM Constructors,6 Bonney Street,Freeport,ME,4032,23731
1370527,Scranton Housing Authority,Scranton Housing Authority,400 Adams Avenue,Scranton,PA,18510,92511
1370558,Ohio State University,The Ohio State University,Ohio State University,Columbus,OH,43210,61131
1661994,"Nurse Temps,Inc","Nurse Temps, Inc",2175 Denton Road Ste 2,Dothan,AL,36301,561320
1779146,Penny Recycling Center (Penny #1),Penny Recycling Center,1521 E Cesar Chavez Blvd.,Los Angeles,CA,90033,423930
1779408,Center of Family Love,Center of Family Love,PO Box 245,Okarche,OK,73762,624310
1779886,Jamboree Child Care Learning Center-Harlingen,Yvonne Martinez,421 E. Tyler Avenue,Harlingen,TX,78550,624410
1780069,GTT,USA Gateway Inc.,17700 Castleton St.  #308,Rowland Heights,CA,91748,561510
1704891,Gasco Tri Star,Sycamore Petroleum LLC,1685 Nottingham Way,Trenton,NJ,8619,44719
1704892,Gasco greenwood,Sycamore Petroleum LLC.,1761 Greenwood Avenue,Trenton,NJ,8609,447190
1706433,El Puerto  -  CONCORDIA,"El Puerto, LLC",217 West 6th,Concordia,KS,66901,722110
1826544,Dodge's Store # 6804 (Cleveland),"Royal Oil. Company, Inc.",714 North Davis Road Hwy 61 North,Cleveland,MS,38732,445120
1826813,SC Dept. Of Mental Health,South Carolina Department of Mental Health,220 Faison Dr,Columbia,SC,29203,9190
1389256,Global Consulting Group,"Global Consulting Group, Inc.",135 Robert Treat Paine Drive,Taunton,MA,2780,541612
1751195,Sushi Go 55,Morishita Enterprises,333 Alameda Street #317,Los Angeles,CA,90013,722110
1816403,"Griffin Parking Area Maintenance, Inc.","Griffin Parking Area Maintenance, Inc.",8920 Maislin Dr.,Tampa,FL,33637,561730
1816606,Davis Paige Management Systems - USDA,Davis Paige Management Systems LLC,7611 Little River Turnpike,Annandale,VA,22003,921190
1816608,Davis Paige Management Systems - FT. CARSON,Davis Paige Management Systems LLC,7611 Little River Turnpike,Annandale,VA,22003,561210
1826973,Knoxville Wholesale Furniture,"Knoxville Furniture Company, Inc",410 North Peters Road,Knoxville,TN,37922,442110
1613090,Forever 21,"Forever 21 Retail, Inc.",578 Broadway,New York,NY,10012,448140
1470128,Griffin Electric,"Wayne J. Griffin Electric, Inc.",116 Hopping Brook Road,Holliston,MA,1746,238210
1667826,World Buffet,"New World Buffet, Inc.",2243 N Ridge RD,Wichita,KS,67205,722110
1436963,ARAMARK,ARAMARK,TA-3 SM201 MSP 279,Los Alamos,NM,87545,722310
1490091,AAA Fast Cash Mesquite,"P & P Brokers, LP",2411 N. Galloway Ave,Mesquite,TX,75150,522310
1830589,Manetas Farms Inc.,Manetas Farms Inc.,293 Back Neck Road,Fairton,NJ,8320,111422
1649840,Pho Citi - Hollywood,Pho Citi Franchising Company,7070 Sunset Blvd.,Los Angeles,CA,90028,7221
1630831,The Roomstore,"The Roomstores of Phoenix, LLC","13637 N Tatum Blvd, Phoenix, AZ 85032",Phoenix,AZ,85032,442110
1628864,Farmer's Insurance Company,"Farmer's Group, Inc.",4680 Wilshire Blvd.,Los Angeles,CA,90010,524126
1802306,Pauls Valley Care Center,IHS Holdings LLC,1413 S Chickasaw St,Pauls Valley,OK,73075,623110
1802307,Ada Retirement and Care Center,IHS Holdings LLC,931 N Country Club Rd,Ada,OK,74820,623110
1826389,621610-Florida Mentor,National Mentor Health Care,3615 Hodges Blvd,Jacksonville,FL,32224,621610
1816946,Playa Azul,"Playa Azul, Inc.",111 N. Washington,Wichita,KS,67202,722110
1822784,Absolute Janitorial Services - FAA,"Absolute Janitorial Services, LLC",1296 W 635 S,Orem,UT,84058,561720
1822996,T & T Staff Management Inc,T & T Staff Management Inc,511 Executive Center Blvd,El Paso,TX,79902,561320
1361446,Perseption,W & W Concept Inc.,1797 E. Martin Luther King Jr. Blvd.,Los Angeles,CA,90058,31523
1380282,Rhino Wireless- Gateway Mall,"Rhino Wireless, Inc.",Gateway Mall,Salt Lake City,UT,84101,51731
1377657,Ivy Place,"Professional Employees Services Inc,",1307 N. 25th Street,Boise,ID,83702,62311
1374442,"Laidlaw Transit Services, Inc.","Laidlaw Transit Services, Inc.",5150 N. Tom Murray,Glendale,AZ,85307,48511
1805086,MetroPCS,Reconnect Wireless,2762 E. 5th Ave.,Columbus,OH,43219,443112
1607829,Prestige Foods Corporation,Prestige Foods Corporation,1211 S. Industrial Blvd,Greensboro,GA,30642,722310
1698460,Southern Wall Systems,"Southern Wall Systems, LLC",Ogden Street,Fort Bragg,NC,28310,236220
1408365,Fairfield Inn & Suites,Texas Western Management Partners LP,11201 N Mopac,Austin,TX,78759,721110
1508373,Express Claims & Recovery,Higgins Enterprises Inc,720 E 66th Street,Savannah,GA,31406,561440
1801451,Wendy's #3690,Carolina Quality Foods Inc.,1330 W. Eringhaus St.,Elizabeth City,NC,27909,722211
1632740,"Dan Schantz Farm & Greenhouses, LLC","Dan Schantz Farm & Greenhouses, LLC",8025 Spinnerstown Rd.,Zionsville,PA,18092,111421
1780116,"Championship Enterprises, Inc.","Championship Enterprises, Inc.",1520 Simmsville Road Suite 500,Alabaster,AL,35007,561612
1717470,Hanamitsu Spa.,Amy International Corp.,"PMB 589 Box 10,000",Saipan,MP,96950,812112
1719325,Desert Sun Tanning Salon (Silverdale),"B&B Tans, LLC",3036 NW Bucklin Hill Rd.,Silverdale,WA,98383,446199
1811530,"Martinez, Andres FLC","Martinez, Andres FLC",829 Maxine Dr,Elsa,TX,78543,115115
1811810,Quality Inn,"Anand, Inc.",1102 Columbus Parkway,Opelika,AL,36801,721110
1823303,Absolute Janitorial Services - DOD,"Absolute Janitorial Services, LLC",1296 W 635 S,Orem,UT,84058,561720
1827177,Brighton Management - Holiday Inn,Brighton Management LLC,330 N. Bayshore Blvd,San Mateo,CA,94401,721110
1830574,Sakuma Brothers,Sakuma Brothers,17400 Cook Rd,Burlington,WA,98233,111334
1380516,El Gitano IV - Sedro Woolley,"El Gitano Restaurant IV, Inc.",902 W Hwy 20,Sedro Woolley,WA,98284,72211
1380524,"Oil States Industries, Inc.","Oil States Industries, Inc.",5819 Almeda Genoa Road,Houston,TX,77048,213112
1374786,Phoenix Programs,Phoenix Programs,936 Detroit Avenue,Concord,CA,94520,624310
1374788,Paul Hafner Farms,Paul Hafner Fruits & Vegetables,1481 West Genesee Road,Lysander,NY,13027,111219
1371277,"Integrated Construction Enterprises, Inc.","Integrated Construction Enterprises, Inc.",NYC DEP Administrative Facility,Grahamsville,NY,12740,2362
1612392,Kraft Foods,Kraft Foods,5900 Laburnum Avenue,Richmond,VA,23224,311999
1779150,SA Recycling,SA Recycling LLC,12428 Center St.,South Gate,CA,90280,423930
1819263,Central Texas Medical Center,Adventist Health System/Sunbelt Inc.,1301 Wonder World Dr.,San Marcos,TX,78666,622110
1810048,Home 2 Suites,"KUSUM HOSPITALITY MANAGEMENT, INC.",2214 Shawdow Lake,Oklahoma City,OK,73159,721110
1781329,IFOS Managing Consultants,"Intelligent Fiscal Optimal Solutions, LLC",10632 Little Patuxent Parkway,Columbia,MD,21044,541611
1814375,"Primeflight Aviation Services, Inc.","Prime Flight Aviation Services, Inc.",7135 Charlotte Pike STE 100,Nashville,TN,37209,488119
1814497,Schnucks,"Schnuck Markets, INC",4500 West Lloyd Expressway,Evansville,IN,47712,445110
1819527,Whiting Door Mfg Corp.,Whiting Door Mfg Corp.,113 Cedar St.,Akron,NY,14001,3312
1819729,Golden Dragon,Golden Dragon II,1101 S. Kansas Avenue,Topeka,KS,66612,722110
1823608,Norwich Meadows Farm,"Norwich Meadows Farm, LLC",105 Old Stone Road,Norwich,NY,13815,111998
1818174,Moore-Rose-White Funeral Home,"Summers Funeral Homes, Inc.",402 S. Main Street,Lockney,TX,79241,812210
1583496,Universal Restoration,"Universal Restoration, Inc.",17801 Storage Road,Omaha,NE,68136,238330
1377930,Oil Exchange,"Oil Exchange, Inc. #2",1905 Crockett Road,Palestine,TX,75801,811191
1810153,Metro PCS,Wireless Time Tennessee,6103 Chapman Hwy,Knoxville,TN,37920,517210
1775515,Hamm Farms. Inc.,"Ham Farms, Inc.",90 Produce Road,Snow Hill,NC,28580,11121
1800824,Forge Industrial Staffing Inc.,"Forge Industrial Staffing, Inc.",929 Alpine Commerce Park Ct. Ste. 800,Grand Rapids,MI,49544,111421
1816149,UT Southwestern,The University of Texas Southwestern Medical,5323 Harry Hines Blvd.,Dallas,TX,75219,622110
1392337,La Playa Restaurant II,La Playa Restaurant II,4209 S.P.I.D.,Corpus Christi,TX,78411,722110
1665381,Power Plumbing,"Power Plumbing, Inc",12507 Telge Road,Cypress,TX,77429,238220
1764406,New York City Housing Authority,New York City Housing Authority,90 Church St 5th Floor,New York,NY,10007,9890
1743849,Midwest Medical Transport,Platte County Ambulance Company,3001 O Street,Lincoln,NE,68510,621910
1554666,"Wayne T. Heath, AGER, Heath Kellam Camp","Wayne T. Heath Farms, Inc.",29069 Lankford Highway,Townsend,VA,23443,11121
1493188,Miracle Years Child Care Center,"Make A Difference, Inc.",2403 Tharpe St.,Tallahassee,FL,32303,62441
1386294,Sharon Health Care Pines,"Barton Management, Inc.",3614 N. Rochelle,Peoria,IL,61614,623110
1383503,"Judi's Cleaners, Inc.","Judi's Cleaners, Inc.",8680 Sierra College Blvd #150,Roseville,CA,95661,812320
1750601,Cummins Construction Company - Corporate,"The Cummins Construction Company, Inc.",1420 W Chestnut,Enid,OK,73702,237310
1375065,Subway Sandwiches & Salads,"Kenrick, Inc.",1515 Market St.,Philadelphia,PA,19102,722213
1806548,J & J Worldwide Services Inc.,J & J Maintenance Inc.,7710 Rialto Blvd,Austin,TX,78735,561720
1800266,Franklinville Business Center,"New Hope Business Center, LLC",5554 U.S. Highway 64 E,Ramseur,NC,27316,71329
1800271,64 Business Center,New Hope Business Center,Tower Shopping Center,New Bern,NC,28562,71329
